"0",22,"         SELLING BY CARRIER AND FLIGHT"
"0",2," After finishing this lesson, you will be able to..."
"0",2," "
"0",2,"           [ sell a flight by carrier, flight number, booking class,"
"0",2,"             date, and routing."
"0",2,"           [ input an information-only segment."
"0",2,"           [ book an open segment."
"0",2,"<PgDn>"
"0",5,"PD"
"1",2,"The transaction code SS^ is used to sell a flight without checking"
"1",2,"availability, as follows:"
"1",2,"                             SS^KL243H10MAYAMSFRA1"
"1",2," "
"1",2,"This entry will book a reservation on KL^ 243^ in H^ class on 10MAY^ from AMS^"
"1",2,"to FRA^ for 1 passenger. Input this entry."
"1",5,"SSKL243H10MAYAMSFRANN1"
"1",5,"SSKL243H10MAYAMSFRA1"
"2",12,"RP/FRALH2330/FRALH2330/"
"2",6,"  KL 243 H 10MAY 2 AMSFRA SS1         0815  0935 "
"2",2,"The following entry will book a reservation on LH^ 1050^ in B^ class on 13MAY^"
"2",2,"from FRA^ to DUS^ for 1^ passenger:"
"2",2," "
"2",2,"                            SSLH1050B13MAYFRADUS1^"
"2",2," "
"2",2,"Note that SS^ is typed before the airline code and the number of seats is"
"2",2,"typed after the destination point. Input this entry."
"2",5,"SSLH1050B13MAYFRADUS1"
"2",5,"SSLH1050B13MAYFRADUSNN1"
"3",12,"RP/FRALH2330/FRALH2330/"
"3",6,"  KL 243 H 10MAY 2 AMSFRA SS1            0815  0935 "
"3",6,"  LH1050 B 13MAY 5 FRADUS HK1            0704  0931 "
"3",2,"Now book a reservation on KL 222 in H class on 16MAY from DUS to AMS for 1"
"3",2,"passenger."
"3",5,"SSKL222H16MAYDUSAMS1"
"3",5,"SSKL222H16MAYDUSAMSNN1"
"4",12,"RP/FRALH2330/FRALH2330/"
"4",6,"  KL 243 H 10MAY 2 AMSFRA SS1            0815  0935"
"4",6,"  LH1050 B 13MAY 5 FRADUS HK1            0704  0931"
"4",6,"  KL 222 H 16MAY 1 DUSAMS SS1            1610  1705"
"4",2,"Note that the Lufthansa segment has the status HK^ indicating that the"
"4",2,"reservation is confirmed. The KLM segments have the status SS^ indicating"
"4",2,"that the seats will be confirmed when the transaction is ended. Ignore"
"4",2,"the transaction."
"4",5,"IG"
"5",1,"IGNORED"
"5",2,"Now book a reservation on NZ 14 in Y class on 12JUN from AKL to SYD for 2"
"5",2,"passengers."
"5",5,"SSNZ14Y12JUNAKLSYD2"
"5",5,"SSNZ14Y12JUNAKLSYDNN2"
"6",12,"RP/FRALH2330/FRALH2330/"
"6",6,"  NZ  14 Y 12JUN 3 AKLSYD SS2            1300  1420 "
"6",2,"Book a reservation on AN 161 in Y class on 17JUN from SYD to PER. The number"
"6",2,"of passengers must be the same on all flight segments."
"6",5,"SSAN161Y17JUNSYDPER2"
"6",5,"SSAN161Y17JUNSYDPERNN2"
"7",12,"RP/FRALH2330/FRALH2330/"
"7",6,"  NZ  14 Y 12JUN 3 AKLSYD SS2            1300  1420 "
"7",6,"  AN 161 Y 16JUN 7 SYDPER SS2            0855  1130 "
"7",2,"Now book a reservation on AN 28 in Y class on 21JUN from PER to MEL."
"7",5,"SSAN28Y21JUNPERMEL2"
"7",5,"SSAN28Y21JUNPERMELNN2"
"8",12,"RP/FRALH2330/FRALH2330/"
"8",6,"  NZ  14 Y 12JUN 3 AKLSYD SS2            1300  1420 "
"8",6,"  AN 161 Y 16JUN 7 SYDPER SS2            0855  1130 "
"8",6,"  AN  28 Y 21JUN 5 PERMEL SS2            1000  1615 "
"8",2,"Book a reservation on NZ 128 in Y class on 24JUN from MEL to AKL."
"8",5,"SSNZ128Y24JUNMELAKL2"
"8",5,"SSNZ128Y24JUNMELAKLNN2"
"9",12,"RP/FRALH2330/FRALH2330/"
"9",6,"  NZ  14 Y 12JUN 3 AKLSYD SS2            1300  1420 "
"9",6,"  AN 161 Y 16JUN 7 SYDPER SS2            0855  1130 "
"9",6,"  AN  28 Y 21JUN 5 PERMEL SS2            1000  1615 "
"9",6,"  NZ 128 Y 24JUN 1 MELAKL SS2            1200  1720 "
"9",2,"Ignore the transaction."
"9",5,"IG"
"10",1,"IGNORED"
"10",2,"Occasionally, an agent may book a segment directly with the airline by"
"10",2,"phone, rather than through AMADEUS. The status code PK^ may be used to"
"10",2,"insert a passive segment in the itinerary, as follows:"
"10",2," "
"10",2,"                SSJL401C15JULNRTLHRPK2/11451540/RWGDDF^"
"10",2," "
"10",2,"The flight times and the reservation code (called the record locator are"
"10",2,"typed after the number of seats. Input this entry."
"10",5,"SSJL401C15JULNRTLHRPK2/11451540/RWGDDF"
"10",5,"SSJL401C15JULNRTLHR2/11451540/RWGDDF"
"11",12,"RP/FRALH2330/FRALH2330/"
"11",6,"  JL 402 C 15JUL 2 NRTLHR PK2            1145  1540\n      TELETYPE WILL BE SENT FOR PASSIVE BOOKING TO JL"
